,year,tmID,name
1559,2013,EDM,Edmonton Oilers
1560,2013,FLO,Florida Panthers
1561,2013,LAK,Los Angeles Kings
1562,2013,MIN,Minnesota Wild
1563,2013,MTL,Montreal Canadiens
1564,2013,NAS,Nashville Predators
1565,2013,NJD,New Jersey Devils
1566,2013,NYI,New York Islanders
1567,2013,NYR,New York Rangers
1568,2013,OTT,Ottawa Senators
1569,2013,PHI,Philadelphia Flyers
1570,2013,PHO,Phoenix Coyotes
1571,2013,PIT,Pittsburgh Penguins
1572,2013,SJS,San Jose Sharks
1573,2013,STL,St. Louis Blues
1574,2013,TBL,Tampa Bay Lightning
1575,2013,TOR,Toronto Maple Leafs
1576,2013,VAN,Vancouver Canucks
1577,2013,WAS,Washington Capitals
1578,2013,WPG,Winnipeg Jets
1579,2014,AND,Anaheim Ducks
1580,2014,ARI,Arizona Coyotes
1581,2014,BOS,Boston Bruins
1582,2014,BUF,Buffalo Sabres
1583,2014,CAL,Calgary Flames
1584,2014,CAR,Carolina Hurricanes
1585,2014,CBS,Columbus Blue Jackets
1586,2014,CHI,Chicago Blackhawks
1587,2014,COL,Colorado Avalanche
1588,2014,DAL,Dallas Stars
1589,2014,DET,Detroit Red Wings
1590,2014,EDM,Edmonton Oilers
1591,2014,FLO,Florida Panthers
1592,2014,LAK,Los Angeles Kings
1593,2014,MIN,Minnesota Wild
1594,2014,MTL,Montreal Canadiens
1595,2014,NAS,Nashville Predators
1596,2014,NJD,New Jersey Devils
1597,2014,NYI,New York Islanders
1598,2014,NYR,New York Rangers
1599,2014,OTT,Ottawa Senators
1600,2014,PHI,Philadelphia Flyers
1601,2014,PIT,Pittsburgh Penguins
1602,2014,SJS,San Jose Sharks
1603,2014,STL,St. Louis Blues
1604,2014,TBL,Tampa Bay Lightning
1605,2014,TOR,Toronto Maple Leafs
1606,2014,VAN,Vancouver Canucks
1607,2014,WAS,Washington Capitals
1608,2014,WPG,Winnipeg Jets
1609,2015,AND,Anaheim Ducks
1610,2015,ARI,Arizona Coyotes
1611,2015,BOS,Boston Bruins
1612,2015,BUF,Buffalo Sabres
1613,2015,CAL,Calgary Flames
1614,2015,CAR,Carolina Hurricanes
1615,2015,CBS,Columbus Blue Jackets
1616,2015,CHI,Chicago Blackhawks
1617,2015,COL,Colorado Avalanche
1618,2015,DAL,Dallas Stars
1619,2015,DET,Detroit Red Wings
1620,2015,EDM,Edmonton Oilers
1621,2015,FLO,Florida Panthers
1622,2015,LAK,Los Angeles Kings
1623,2015,MIN,Minnesota Wild
1624,2015,MTL,Montreal Canadiens
1625,2015,NAS,Nashville Predators
1626,2015,NJD,New Jersey Devils
1627,2015,NYI,New York Islanders
1628,2015,NYR,New York Rangers
1629,2015,OTT,Ottawa Senators
1630,2015,PHI,Philadelphia Flyers
1631,2015,PIT,Pittsburgh Penguins
1632,2015,SJS,San Jose Sharks
1633,2015,STL,St. Louis Blues
1634,2015,TBL,Tampa Bay Lightning
1635,2015,TOR,Toronto Maple Leafs
1636,2015,VAN,Vancouver Canucks
1637,2015,WAS,Washington Capitals
1638,2015,WPG,Winnipeg Jets
1639,2016,AND,Anaheim Ducks
1640,2016,ARI,Arizona Coyotes
1641,2016,BOS,Boston Bruins
1642,2016,BUF,Buffalo Sabres
1643,2016,CAL,Calgary Flames
1644,2016,CAR,Carolina Hurricanes
1645,2016,CBS,Columbus Blue Jackets
1646,2016,CHI,Chicago Blackhawks
1647,2016,COL,Colorado Avalanche
1648,2016,DAL,Dallas Stars
1649,2016,DET,Detroit Red Wings
1650,2016,EDM,Edmonton Oilers
1651,2016,FLO,Florida Panthers
1652,2016,LAK,Los Angeles Kings
1653,2016,MIN,Minnesota Wild
1654,2016,MTL,Montreal Canadiens
1655,2016,NAS,Nashville Predators
1656,2016,NJD,New Jersey Devils
1657,2016,NYI,New York Islanders
1658,2016,NYR,New York Rangers
1659,2016,OTT,Ottawa Senators
1660,2016,PHI,Philadelphia Flyers
1661,2016,PIT,Pittsburgh Penguins
1662,2016,SJS,San Jose Sharks
1663,2016,STL,St. Louis Blues
1664,2016,TBL,Tampa Bay Lightning
1665,2016,TOR,Toronto Maple Leafs
1666,2016,VAN,Vancouver Canucks
1667,2016,WAS,Washington Capitals
1668,2016,WPG,Winnipeg Jets
1669,2017,AND,Anaheim Ducks
1670,2017,ARI,Arizona Coyotes
1671,2017,BOS,Boston Bruins
1672,2017,BUF,Buffalo Sabres
1673,2017,CAL,Calgary Flames
1674,2017,CAR,Carolina Hurricanes
1675,2017,CBS,Columbus Blue Jackets
1676,2017,CHI,Chicago Blackhawks
1677,2017,COL,Colorado Avalanche
1678,2017,DAL,Dallas Stars
1679,2017,DET,Detroit Red Wings
1680,2017,EDM,Edmonton Oilers
1681,2017,FLO,Florida Panthers
1682,2017,LAK,Los Angeles Kings
1683,2017,MIN,Minnesota Wild
1684,2017,MTL,Montreal Canadiens
1685,2017,NAS,Nashville Predators
1686,2017,NJD,New Jersey Devils
1687,2017,NYI,New York Islanders
1688,2017,NYR,New York Rangers
1689,2017,OTT,Ottawa Senators
1690,2017,PHI,Philadelphia Flyers
1691,2017,PIT,Pittsburgh Penguins
1692,2017,SJS,San Jose Sharks
1693,2017,STL,St. Louis Blues
1694,2017,TBL,Tampa Bay Lightning
1695,2017,TOR,Toronto Maple Leafs
1696,2017,VAN,Vancouver Canucks
1697,2017,VEG,Vegas Golden Knights
1698,2017,WAS,Washington Capitals
1699,2017,WPG,Winnipeg Jets
